Rk,Year,Player,Pos,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted,Round,Draft_Outcome,Player_Code,Game Played,Pass Att,Pass Comp,Pass Yard,Pass Int,Pass TD,Rush Att,Rush Yard,Rush TD
126,2009,Rhett Bomar,QB,0,Sam Houston State,0,74,225,4.7,0,25,106,6.91,4.06,New York Giants ,5,drafted,72598,12,25.66666667,13.91666667,168.1666667,0.833333333,0.833333333,7.416666667,15.33333333,0.333333333
126,2009,Rhett Bomar,QB,0,Sam Houston State,0,74,225,4.7,0,25,106,6.91,4.06,New York Giants ,5,drafted,1006709,2,47.5,24,305,2,0.5,10,24,0.5
20,2011,Ricky Stanzi,QB,0,Iowa,College Stats,76,223,4.87,32.5,0,110,6.95,4.43,Kansas City Chiefs ,5,drafted,1009318,38,23.86842105,14.26315789,194.1315789,0.815789474,1.473684211,4.210526316,-0.105263158,0.052631579
130,2010,Riley Skinner,QB,0,Wake Forest,College Stats,73,214,5.05,30,0,101,7.04,4.29,0,8,undrafted,79447,50,26.98,18.06,195.24,0.74,1.2,5.74,3.22,0.08
93,2012,Robert Griffin,QB,36,Baylor,College Stats,74,223,4.33,39,0,120,0,0,Washington Redskins ,1,drafted,1015536,41,29.07317073,19.51219512,252.8292683,0.414634146,1.902439024,12.87804878,54.97560976,0.804878049
113,2009,Rudy Carpenter,QB,0,Arizona State,College Stats,74,218,4.89,29,11,100,7.25,4.47,0,8,undrafted,69289,47,27.85106383,17,223.212766,0.744680851,1.723404255,5.765957447,-6.276595745,0.042553191
7,2012,Russell Wilson,QB,100,Wisconsin,College Stats,71,204,4.53,34,0,118,6.97,4.09,Seattle Seahawks ,3,drafted,1010277,50,29.76,18.14,234.4,0.6,2.18,8.84,28.16,0.46
158,2011,Ryan Colburn,QB,0,Fresno State,College Stats,75,233,5.12,0,0,0,6.84,4.28,0,8,undrafted,1000541,28,23.67857143,14.71428571,190.5,0.714285714,1.5,5.785714286,8.857142857,0.178571429
65,2012,Ryan Lindley,QB,-4,San Diego State,College Stats,76,229,4.86,29.5,0,108,7.52,4.45,Arizona Cardinals ,6,drafted,1010838,49,35.36734694,19.63265306,259.1836735,0.959183673,1.836734694,1.836734694,-5.612244898,0.040816327
67,2011,Ryan Mallett,QB,4,Arkansas,College Stats,79,253,5.37,24,0,103,0,0,New England Patriots ,3,drafted,1009844,37,25.81081081,14.91891892,226.6216216,0.648648649,1.864864865,3.648648649,-3.810810811,0.189189189
57,2013,Ryan Nassib,QB,0,Syracuse,College Stats,74,227,5.06,28.5,0,105,7.34,4.53,New York Giants ,4,drafted,1018424,46,28.54347826,17.2173913,199.8695652,0.608695652,1.52173913,5.282608696,3.543478261,0.108695652
19,2012,Ryan Tannehill,QB,55,Texas A&M,College Stats,76,221,4.65,0,0,0,0,0,Miami Dolphins ,1,drafted,1011231,49,15.7755102,9.87755102,111.2244898,0.428571429,0.857142857,2.346938776,7.530612245,0.102040816
116,2010,Sam Bradford,QB,48,Oklahoma,College Stats,76,236,4.79,0,0,0,0,0,St. Louis Rams ,1,drafted,1002906,31,28.80645161,19.48387097,271.0645161,0.516129032,2.838709677,2.483870968,1.161290323,0.161290323
163,2008,Sam Keller,QB,0,Nebraska,College Stats,76,241,4.99,24,0,107,7.07,4.35,0,8,undrafted,61840,17,34.64705882,21.17647059,269.8235294,1.117647059,2,2.647058824,-10.11764706,0.058823529
12,2011,Scott Tolzien,QB,3,Wisconsin,College Stats,74,212,4.92,29.5,0,116,6.84,4.12,0,8,undrafted,1004627,29,20.75862069,14.13793103,181.7586207,0.620689655,1.103448276,3.034482759,-0.310344828,0.103448276
105,2010,Sean Canfield,QB,0,Oregon State,College Stats,76,223,4.93,29.5,0,100,7.26,4.39,New Orleans Saints ,7,drafted,81622,35,24.6,15.77142857,170.5714286,0.742857143,1.085714286,2.657142857,-8.942857143,0.085714286
51,2015,Sean Mannion,QB,1,Oregon State,College Stats,78,229,5.14,31,0,105,7.29,4.39,St. Louis Rams ,3,drafted,1033501,34,40.76470588,26.61764706,306.9411765,1.352941176,2,2.470588235,-14.64705882,0.029411765
45,2013,Sean Renfree,QB,0,Duke,College Stats,75,219,4.76,0,0,0,0,0,Atlanta Falcons ,7,drafted,1016078,41,33.87804878,21.87804878,230.6341463,0.975609756,1.243902439,3.756097561,-4.12195122,0.219512195
116,2015,Shane Carden,QB,0,East Carolina,College Stats,74,218,4.94,29.5,0,104,7.17,4.45,0,8,undrafted,1031730,26,37,25.38461538,279.0384615,0.769230769,2.153846154,6.730769231,6.807692308,0.692307692
57,2009,Stephen McGee,QB,2,Texas A&M,College Stats,75,225,4.61,33,0,112,7.34,4.49,Dallas Cowboys ,4,drafted,69613,39,20.8974359,12.43589744,140.3846154,0.333333333,0.717948718,9.923076923,44.87179487,0.282051282
53,2014,Stephen Morris,QB,0,Miami (FL),College Stats,74,213,4.63,30,0,111,7.36,4.49,0,8,undrafted,1032640,36,26.52777778,15.30555556,219.3333333,0.833333333,1.361111111,3.166666667,1.944444444,0.083333333
169,2008,T.C. Ostrander,QB,0,Stanford,College Stats,74,227,4.92,0,0,0,0,0,0,8,undrafted,62158,24,18.91666667,10.04166667,119.5416667,0.375,0.458333333,4.083333333,-15.91666667,0
3,2011,T.J. Yates,QB,6,North Carolina,College Stats,75,219,5.06,29.5,0,104,6.96,4.12,Houston Texans ,5,drafted,1002277,45,28.37777778,17.66666667,208.3777778,1.022222222,1.288888889,4.888888889,-7.4,0.155555556
140,2014,Tajh Boyd,QB,0,Clemson,College Stats,73,222,4.84,30.5,0,106,7.33,4.23,New York Jets ,6,drafted,1023603,48,29.20833333,18.77083333,248,0.8125,2.229166667,10.52083333,24.5,0.541666667
139,2014,Teddy Bridgewater,QB,22,Louisville,College Stats,74,214,0,30,0,113,7.17,4.2,Minnesota Vikings ,1,drafted,1040051,39,29.28205128,20.02564103,251.7179487,0.615384615,1.846153846,5.794871795,4.358974359,0.153846154
55,2010,Thaddeus Lewis,QB,4,Duke,College Stats,73,215,4.84,28,0,107,0,0,0,8,undrafted,1000915,47,32.12765957,18.65957447,214.1489362,0.85106383,1.425531915,7.446808511,-1.659574468,0.191489362
142,2010,Tim Hiller,QB,0,Western Michigan,College Stats,76,229,4.97,32.5,18,118,7.1,4.54,0,8,undrafted,87056,44,36.52272727,23.02272727,257.4772727,0.931818182,2.25,3.75,-2.477272727,0.090909091
19,2010,Tim Tebow,QB,12,Florida,College Stats,75,236,4.71,38.5,0,115,6.66,4.17,Denver Broncos ,1,drafted,1001120,55,18.09090909,12.01818182,168.8181818,0.290909091,1.6,12.58181818,53.58181818,1.036363636
123,2009,Tom Brandstater,QB,0,Fresno State,College Stats,77,220,4.87,28.5,0,106,6.93,4.37,Denver Broncos ,6,drafted,70203,42,23.54761905,13.9047619,163.2619048,0.761904762,1.119047619,3.142857143,3.619047619,0.19047619
32,2014,Tom Savage,QB,4,Pittsburgh,College Stats,76,228,4.97,27,0,105,7.33,4.36,Houston Texans ,4,drafted,1025844,31,24.41935484,13.87096774,183.5483871,0.612903226,1.193548387,5.387096774,-10.29032258,0.129032258
36,2010,Tony Pike,QB,0,Cincinnati,College Stats,78,223,4.9,28.5,0,108,7.06,4.53,Carolina Panthers ,6,drafted,78445,26,26.23076923,16.19230769,193,0.769230769,1.884615385,3.615384615,4.923076923,0.115384615
146,2006,Travis Lulay,QB,0,Montana State,0,74,216,4.71,35,0,111,6.93,4.07,0,8,undrafted,54117,1,34,22,205,0,0,11,4,0
84,2007,Trent Edwards,QB,18,Stanford,College Stats,76,231,4.76,0,19,0,7.14,4.46,Buffalo Bills ,3,drafted,51683,18,23.55555556,14.55555556,164.5,0.722222222,1.277777778,7.944444444,10.55555556,0
136,2016,Trevone Boykin,QB,0,Texas Christian,College Stats,73,212,4.77,32,0,110,0,4.4,0,8,undrafted,1041739,24,19.5,11.33333333,135.5,0.708333333,0.916666667,9.666666667,30.41666667,0.416666667
23,2007,Troy Smith,QB,6,Ohio State,College Stats,73,225,4.72,0,0,0,0,0,Baltimore Ravens ,5,drafted,44309,24,22.83333333,14.66666667,201,0.416666667,1.916666667,8.666666667,33.95833333,0.5
129,2013,Tyler Bray,QB,0,Tennessee,College Stats,78,232,5.05,0,0,100,7.2,4.51,0,8,undrafted,1034136,28,32.92857143,19.28571429,265.8571429,1,2.464285714,2.178571429,-7.392857143,0.035714286
45,2007,Tyler Palko,QB,2,Pittsburgh,College Stats,73,215,4.83,31.5,0,112,7.05,4.36,0,8,undrafted,50480,23,28.82608696,17.95652174,228.826087,0.782608696,1.826086957,5.913043478,-2.695652174,0.347826087
5,2013,Tyler Wilson,QB,0,Arkansas,College Stats,74,215,4.95,28.5,0,112,7.22,4.39,Oakland Raiders ,4,drafted,1015456,36,26.33333333,16.47222222,215.6944444,0.722222222,1.444444444,3.055555556,-1.222222222,0.111111111
17,2011,Tyrod Taylor,QB,41,Virginia Tech,College Stats,73,217,4.47,37.5,0,126,6.78,4.09,Baltimore Ravens ,6,drafted,1011843,50,17.3,9.9,140.34,0.4,0.88,10.02,43.92,0.46
135,2016,Vernon Adams,QB,0,Oregon,College Stats,71,200,4.83,29.5,0,114,6.82,4.2,0,8,undrafted,1042992,3,23.66666667,14.66666667,245.6666667,0.333333333,2.333333333,8,37,0.666666667
1,2006,Vince Young,QB,36,Texas,College Stats,77,229,4.48,0,0,0,0,0,Tennessee Titans ,1,drafted,65982,13,25,16.30769231,233.5384615,0.769230769,2,11.92307692,80.76923077,0.923076923
117,2013,Zac Dysert,QB,0,Miami (OH),College Stats,75,231,4.81,0,0,0,0,0,Denver Broncos ,7,drafted,1016996,45,37.15555556,23.68888889,266.9555556,1.133333333,1.622222222,10.22222222,14.86666667,0.266666667
30,2010,Zac Robinson,QB,0,Oklahoma State,College Stats,74,214,4.68,35,0,110,7.24,4.4,New England Patriots ,7,drafted,1002851,44,22.31818182,13.63636364,185.4318182,0.704545455,1.477272727,9.5,41.77272727,0.5
119,2007,Zac Taylor,QB,0,Nebraska,College Stats,74,216,5.06,30.5,0,110,7.39,4.6,0,8,undrafted,83163,26,31.57692308,18.07692308,225,0.769230769,1.730769231,5.230769231,-2.807692308,0.076923077
57,2014,Zach Mettenberger,QB,1,LSU,College Stats,77,224,0,0,0,0,0,0,Tennessee Titans ,6,drafted,1024026,27,24.40740741,15.07407407,214.1851852,0.555555556,1.296296296,3.074074074,-11.59259259,0
