Rk,Year,Player,Pos,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted,Round,Draft_Outcome,Player_Code,Game Played,Pass Att,Pass Comp,Pass Yard,Pass Int,Pass TD,Rush Att,Rush Yard,Rush TD,Rec,Rec Yards,Rec TD,Tackle Solo,Int Ret,Sack
130,2010,Riley Skinner,QB,0.0,Wake Forest,College Stats,73,214,5.05,30.0,0.0,101.0,7.04,4.29,0,8,undrafted,79447.0,50,1349.0,903.0,9762.0,37.0,60.0,287.0,161.0,4.0,5.0,69.0,1.0,1.0,0.0,0.0
138,2010,Daryll Clark,QB,0.0,Penn State,College Stats,74,235,4.72,0.0,21.0,0.0,0.0,0.0,0,8,undrafted,1003019.0,38,738.0,444.0,5747.0,16.0,43.0,190.0,619.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0
142,2010,Tim Hiller,QB,0.0,Western Michigan,College Stats,76,229,4.97,32.5,18.0,118.0,7.1,4.54,0,8,undrafted,87056.0,44,1607.0,1013.0,11329.0,41.0,99.0,165.0,-109.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0
3,2011,T.J. Yates,QB,6.0,North Carolina,College Stats,75,219,5.06,29.5,0.0,104.0,6.96,4.12,Houston Texans ,5,drafted,1002277.0,45,1277.0,795.0,9377.0,46.0,58.0,220.0,-333.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0
12,2011,Scott Tolzien,QB,3.0,Wisconsin,College Stats,74,212,4.92,29.5,0.0,116.0,6.84,4.12,0,8,undrafted,1004627.0,29,602.0,410.0,5271.0,18.0,32.0,88.0,-9.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
17,2011,Tyrod Taylor,QB,41.0,Virginia Tech,College Stats,73,217,4.47,37.5,0.0,126.0,6.78,4.09,Baltimore Ravens ,6,drafted,1011843.0,50,865.0,495.0,7017.0,20.0,44.0,501.0,2196.0,23.0,0.0,0.0,0.0,3.0,0.0,0.0
20,2011,Ricky Stanzi,QB,0.0,Iowa,College Stats,76,223,4.87,32.5,0.0,110.0,6.95,4.43,Kansas City Chiefs ,5,drafted,1009318.0,38,907.0,542.0,7377.0,31.0,56.0,160.0,-4.0,2.0,1.0,-1.0,0.0,0.0,0.0,0.0
49,2011,Josh Portis,QB,0.0,California (PA),0,75,211,4.59,40.0,0.0,126.0,6.84,4.12,0,8,undrafted,83623.0,14,14.0,7.0,85.0,1.0,0.0,60.0,349.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2011,Christian Ponder,QB,23.0,Florida State,College Stats,74,229,4.63,34.0,0.0,116.0,6.85,4.09,Minnesota Vikings ,1,drafted,1001081.0,35,964.0,595.0,6873.0,30.0,49.0,296.0,833.0,10.0,0.0,0.0,0.0,4.0,0.0,1.0
65,2011,Greg McElroy,QB,1.0,Alabama,College Stats,74,220,4.84,33.0,0.0,107.0,7.11,4.45,New York Jets ,7,drafted,1000032.0,32,658.0,436.0,5691.0,10.0,39.0,114.0,71.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2011,Ryan Mallett,QB,4.0,Arkansas,College Stats,79,253,5.37,24.0,0.0,103.0,0.0,0.0,New England Patriots ,3,drafted,1009844.0,37,955.0,552.0,8385.0,24.0,69.0,135.0,-141.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0
71,2011,Jake Locker,QB,16.0,Washington,College Stats,74,231,4.51,35.0,0.0,120.0,6.77,4.12,Tennessee Titans ,1,drafted,1004473.0,40,1148.0,619.0,7639.0,35.0,53.0,454.0,1939.0,29.0,2.0,31.0,0.0,4.0,0.0,0.0
79,2011,Colin Kaepernick,QB,49.0,Nevada,College Stats,77,233,4.53,32.5,0.0,115.0,6.85,4.18,San Francisco 49ers ,2,drafted,1002417.0,51,1272.0,741.0,10098.0,24.0,82.0,602.0,4109.0,59.0,1.0,6.0,1.0,1.0,0.0,0.0
83,2011,Jerrod Johnson,QB,0.0,Texas A&M,College Stats,77,251,4.75,29.0,0.0,119.0,7.28,4.31,0,8,undrafted,1003643.0,37,1109.0,650.0,8011.0,27.0,67.0,331.0,877.0,16.0,2.0,41.0,0.0,1.0,0.0,0.0
114,2011,Blaine Gabbert,QB,15.0,Missouri,College Stats,76,234,4.61,33.5,0.0,120.0,6.84,4.26,Jacksonville Jaguars ,1,drafted,1017263.0,29,933.0,568.0,6822.0,18.0,40.0,221.0,458.0,8.0,1.0,-10.0,0.0,5.0,0.0,0.0
118,2011,Nathan Enderle,QB,0.0,Idaho,College Stats,76,240,5.12,25.5,0.0,102.0,7.13,4.46,Chicago Bears ,5,drafted,1001327.0,45,1425.0,777.0,10062.0,60.0,74.0,228.0,-350.0,3.0,2.0,-6.0,0.0,4.0,0.0,0.0
122,2011,Pat Devlin,QB,0.0,Delaware,0,75,225,4.81,33.0,0.0,116.0,7.08,4.32,0,8,undrafted,1003045.0,10,48.0,25.0,459.0,0.0,4.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
122,2011,Pat Devlin,QB,0.0,Delaware,0,75,225,4.81,33.0,0.0,116.0,7.08,4.32,0,8,undrafted,1030559.0,1,26.0,17.0,194.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,2011,Andy Dalton,QB,83.0,TCU,College Stats,74,215,4.83,29.5,0.0,106.0,6.93,4.27,Cincinnati Bengals ,2,drafted,1011254.0,50,1317.0,812.0,10314.0,30.0,71.0,413.0,1611.0,22.0,1.0,27.0,0.0,1.0,0.0,0.0
158,2011,Ryan Colburn,QB,0.0,Fresno State,College Stats,75,233,5.12,0.0,0.0,0.0,6.84,4.28,0,8,undrafted,1000541.0,28,663.0,412.0,5334.0,20.0,42.0,162.0,248.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0
7,2012,Russell Wilson,QB,100.0,Wisconsin,College Stats,71,204,4.53,34.0,0.0,118.0,6.97,4.09,Seattle Seahawks ,3,drafted,1010277.0,50,1488.0,907.0,11720.0,30.0,109.0,442.0,1408.0,23.0,5.0,83.0,1.0,4.0,0.0,0.0
11,2012,Brandon Weeden,QB,15.0,Oklahoma State,College Stats,75,221,4.89,0.0,0.0,0.0,0.0,0.0,Cleveland Browns ,1,drafted,1010539.0,30,1102.0,766.0,9260.0,27.0,75.0,39.0,-150.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
19,2012,Ryan Tannehill,QB,55.0,Texas A&M,College Stats,76,221,4.65,0.0,0.0,0.0,0.0,0.0,Miami Dolphins ,1,drafted,1011231.0,49,773.0,484.0,5450.0,21.0,42.0,115.0,369.0,5.0,112.0,1596.0,10.0,3.0,0.0,0.0
44,2012,Brock Osweiler,QB,12.0,Arizona State,College Stats,79,242,4.83,0.0,0.0,0.0,0.0,0.0,Denver Broncos ,2,drafted,1022956.0,25,680.0,412.0,5082.0,15.0,33.0,137.0,221.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
50,2012,Kellen Moore,QB,2.0,Boise State,College Stats,73,197,4.82,27.0,0.0,99.0,7.41,4.56,0,8,undrafted,1008266.0,53,1659.0,1157.0,14683.0,28.0,142.0,102.0,-137.0,3.0,1.0,7.0,1.0,1.0,0.0,0.0
63,2012,Andrew Luck,QB,64.0,Stanford,College Stats,76,234,4.59,36.0,0.0,124.0,6.8,4.28,Indianapolis Colts ,1,drafted,1018393.0,38,1064.0,713.0,9424.0,22.0,82.0,164.0,957.0,7.0,2.0,24.0,0.0,3.0,0.0,0.0
65,2012,Ryan Lindley,QB,-4.0,San Diego State,College Stats,76,229,4.86,29.5,0.0,108.0,7.52,4.45,Arizona Cardinals ,6,drafted,1010838.0,49,1733.0,962.0,12700.0,47.0,90.0,90.0,-275.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2012,Case Keenum,QB,24.0,Houston,College Stats,73,208,4.72,32.5,0.0,103.0,0.0,0.0,0,8,undrafted,1001278.0,57,2224.0,1541.0,19171.0,46.0,155.0,300.0,897.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0
88,2012,Chandler Harnish,QB,0.0,Northern Illinois,College Stats,74,219,4.68,32.5,0.0,112.0,6.78,4.15,Indianapolis Colts ,7,drafted,1010361.0,47,1110.0,687.0,8944.0,26.0,68.0,538.0,3001.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
93,2012,Robert Griffin,QB,36.0,Baylor,College Stats,74,223,4.33,39.0,0.0,120.0,0.0,0.0,Washington Redskins ,1,drafted,1015536.0,41,1192.0,800.0,10366.0,17.0,78.0,528.0,2254.0,33.0,3.0,24.0,0.0,1.0,0.0,0.0
103,2012,Nick Foles,QB,26.0,Arizona,College Stats,77,243,5.03,30.5,0.0,112.0,0.0,0.0,Philadelphia Eagles ,3,drafted,1009818.0,36,1394.0,935.0,10042.0,33.0,67.0,105.0,-289.0,4.0,1.0,-9.0,0.0,1.0,0.0,0.0
112,2012,Austin Davis,QB,6.0,Southern Miss,College Stats,74,219,4.69,31.0,0.0,109.0,6.73,4.11,0,8,undrafted,1018298.0,46,1527.0,933.0,10892.0,27.0,83.0,460.0,1375.0,25.0,2.0,25.0,1.0,13.0,0.0,0.0
116,2012,Kirk Cousins,QB,43.0,Michigan State,College Stats,75,214,4.84,28.5,0.0,109.0,7.05,4.5,Washington Redskins ,4,drafted,1009835.0,43,1128.0,723.0,9131.0,30.0,66.0,111.0,-127.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0
120,2012,B.J. Coleman,QB,0.0,Chattanooga,0,75,233,4.94,0.0,0.0,109.0,7.07,4.38,Green Bay Packers ,7,drafted,1011200.0,1,8.0,4.0,21.0,1.0,0.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,2012,B.J. Coleman,QB,0.0,Chattanooga,0,75,233,4.94,0.0,0.0,109.0,7.07,4.38,Green Bay Packers ,7,drafted,1030679.0,3,97.0,46.0,420.0,3.0,2.0,4.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,2012,Patrick Witt,QB,0.0,Yale,0,75,225,5.06,31.5,0.0,101.0,7.14,4.37,0,8,undrafted,1010117.0,4,8.0,6.0,48.0,0.0,0.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
144,2012,Darron Thomas,QB,0.0,Oregon,College Stats,75,220,4.77,36.0,14.0,121.0,7.17,4.28,0,8,undrafted,1017920.0,31,732.0,448.0,5892.0,17.0,66.0,162.0,719.0,9.0,2.0,4.0,0.0,2.0,0.0,0.0
148,2012,Aaron Corp,QB,0.0,Richmond,0,75,215,4.61,31.5,0.0,106.0,7.03,4.3,0,8,undrafted,1010970.0,5,30.0,19.0,169.0,1.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,2012,Aaron Corp,QB,0.0,Richmond,0,75,215,4.61,31.5,0.0,106.0,7.03,4.3,0,8,undrafted,1035872.0,2,63.0,32.0,376.0,2.0,1.0,4.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
152,2012,Jacory Harris,QB,0.0,Miami (FL),College Stats,75,203,4.65,37.0,0.0,113.0,7.1,4.4,0,8,undrafted,1017016.0,47,1170.0,703.0,8826.0,48.0,70.0,175.0,-3.0,5.0,1.0,17.0,0.0,1.0,0.0,0.0
153,2012,Jordan Jefferson,QB,0.0,LSU,College Stats,76,223,4.58,36.5,14.0,116.0,6.81,4.06,0,8,undrafted,1016820.0,42,678.0,397.0,4733.0,20.0,34.0,359.0,1018.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0
5,2013,Tyler Wilson,QB,0.0,Arkansas,College Stats,74,215,4.95,28.5,0.0,112.0,7.22,4.39,Oakland Raiders ,4,drafted,1015456.0,36,948.0,593.0,7765.0,26.0,52.0,110.0,-44.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
34,2013,Brad Sorensen,QB,0.0,Southern Utah,0,76,229,4.97,29.0,0.0,112.0,7.17,4.55,San Diego Chargers ,7,drafted,1036177.0,5,184.0,104.0,1046.0,4.0,5.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2013,Geno Smith,QB,16.0,West Virginia,College Stats,74,218,4.58,33.5,0.0,124.0,0.0,0.0,New York Jets ,2,drafted,1027036.0,44,1460.0,984.0,11655.0,21.0,98.0,248.0,358.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
38,2013,Matt Scott,QB,0.0,Arizona,College Stats,74,213,4.69,31.0,0.0,118.0,6.69,3.99,0,8,undrafted,1015374.0,34,685.0,418.0,4941.0,19.0,33.0,212.0,1138.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0
45,2013,Sean Renfree,QB,0.0,Duke,College Stats,75,219,4.76,0.0,0.0,0.0,0.0,0.0,Atlanta Falcons ,7,drafted,1016078.0,41,1389.0,897.0,9456.0,40.0,51.0,154.0,-169.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0
57,2013,Ryan Nassib,QB,0.0,Syracuse,College Stats,74,227,5.06,28.5,0.0,105.0,7.34,4.53,New York Giants ,4,drafted,1018424.0,46,1313.0,792.0,9194.0,28.0,70.0,243.0,163.0,5.0,1.0,-4.0,0.0,0.0,0.0,0.0
67,2013,E.J. Manuel,QB,11.0,Florida State,College Stats,77,237,4.65,34.0,0.0,118.0,7.08,4.21,Buffalo Bills ,1,drafted,1016260.0,40,897.0,600.0,7724.0,28.0,47.0,297.0,832.0,11.0,0.0,11.0,0.0,2.0,0.0,0.0
75,2013,Collin Klein,QB,0.0,Kansas State,College Stats,77,226,4.78,29.0,0.0,111.0,7.17,4.4,0,8,undrafted,1016656.0,42,604.0,370.0,4729.0,15.0,30.0,601.0,2490.0,56.0,6.0,38.0,1.0,1.0,0.0,0.0
80,2013,Landry Jones,QB,4.0,Oklahoma,College Stats,76,225,5.11,31.0,0.0,115.0,7.12,4.3,Pittsburgh Steelers ,4,drafted,1017836.0,52,2183.0,1388.0,16651.0,52.0,123.0,132.0,-375.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
96,2013,MarQueis Gray,QB,2.0,Minnesota,College Stats,75,240,4.65,30.0,15.0,111.0,7.25,4.3,0,8,undrafted,1017172.0,45,293.0,150.0,2053.0,11.0,14.0,341.0,1731.0,12.0,60.0,766.0,6.0,1.0,0.0,0.0
100,2013,Mike Glennon,QB,13.0,North Carolina State,College Stats,79,225,4.94,26.5,0.0,102.0,7.49,4.52,Tampa Bay Buccaneers ,3,drafted,1017547.0,36,1069.0,646.0,7411.0,31.0,63.0,112.0,-292.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
117,2013,Zac Dysert,QB,0.0,Miami (OH),College Stats,75,231,4.81,0.0,0.0,0.0,0.0,0.0,Denver Broncos ,7,drafted,1016996.0,45,1672.0,1066.0,12013.0,51.0,73.0,460.0,669.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0
125,2013,Colby Cameron,QB,0.0,Louisiana Tech,College Stats,74,212,4.78,30.5,0.0,112.0,6.98,4.28,0,8,undrafted,1016822.0,28,853.0,544.0,6399.0,13.0,45.0,139.0,422.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
129,2013,Tyler Bray,QB,0.0,Tennessee,College Stats,78,232,5.05,0.0,0.0,100.0,7.2,4.51,0,8,undrafted,1034136.0,28,922.0,540.0,7444.0,28.0,69.0,61.0,-207.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
139,2013,Matt Barkley,QB,2.0,Southern California,College Stats,74,227,4.91,0.0,0.0,0.0,0.0,0.0,Philadelphia Eagles ,4,drafted,1026022.0,47,1562.0,1001.0,12327.0,48.0,116.0,132.0,-113.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0
152,2013,James Vandenberg,QB,0.0,Iowa,College Stats,75,226,4.92,32.0,0.0,116.0,6.95,4.52,0,8,undrafted,1016628.0,32,888.0,507.0,5786.0,20.0,35.0,158.0,67.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0
8,2014,Keith Wenning,QB,0.0,Ball State,College Stats,75,218,5.0,28.0,0.0,100.0,7.07,4.25,Baltimore Ravens ,6,drafted,1031106.0,48,1642.0,1035.0,11402.0,42.0,92.0,190.0,328.0,13.0,2.0,29.0,1.0,2.0,0.0,0.0
17,2014,Logan Thomas,QB,1.0,Virginia Tech,College Stats,78,248,4.61,35.5,0.0,118.0,7.05,4.18,Arizona Cardinals ,4,drafted,1026854.0,45,1249.0,694.0,9005.0,39.0,53.0,494.0,1362.0,24.0,2.0,11.0,1.0,4.0,0.0,0.0
28,2014,Connor Shaw,QB,0.0,South Carolina,College Stats,73,206,4.66,34.0,0.0,116.0,7.07,4.33,0,8,undrafted,1033777.0,42,733.0,480.0,6074.0,16.0,56.0,452.0,1683.0,17.0,1.0,9.0,1.0,0.0,0.0,0.0
32,2014,Tom Savage,QB,4.0,Pittsburgh,College Stats,76,228,4.97,27.0,0.0,105.0,7.33,4.36,Houston Texans ,4,drafted,1025844.0,31,757.0,430.0,5690.0,19.0,37.0,167.0,-319.0,4.0,1.0,-2.0,0.0,1.0,0.0,0.0
41,2014,Bryn Renner,QB,0.0,North Carolina,College Stats,75,228,4.87,25.5,0.0,108.0,7.22,4.3,0,8,undrafted,1025034.0,35,1005.0,668.0,8221.0,25.0,64.0,164.0,-93.0,4.0,1.0,26.0,0.0,4.0,0.0,0.0
50,2014,Aaron Murray,QB,0.0,Georgia,College Stats,73,207,4.84,0.0,0.0,0.0,0.0,0.0,Kansas City Chiefs ,5,drafted,1024001.0,52,1478.0,921.0,13166.0,41.0,121.0,286.0,396.0,16.0,1.0,-3.0,0.0,0.0,0.0,0.0
53,2014,Stephen Morris,QB,0.0,Miami (FL),College Stats,74,213,4.63,30.0,0.0,111.0,7.36,4.49,0,8,undrafted,1032640.0,36,955.0,551.0,7896.0,30.0,49.0,114.0,70.0,3.0,3.0,10.0,0.0,2.0,0.0,0.0
57,2014,Zach Mettenberger,QB,1.0,LSU,College Stats,77,224,0.0,0.0,0.0,0.0,0.0,0.0,Tennessee Titans ,6,drafted,1024026.0,27,659.0,407.0,5783.0,15.0,35.0,83.0,-313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2014,A.J. McCarron,QB,3.0,Alabama,College Stats,75,220,4.94,28.0,0.0,99.0,7.18,4.34,Cincinnati Bengals ,5,drafted,1022888.0,49,1026.0,686.0,9019.0,15.0,77.0,119.0,-50.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
64,2014,Johnny Manziel,QB,5.0,Texas A&M,College Stats,73,207,4.68,31.5,0.0,113.0,6.75,4.03,Cleveland Browns ,1,drafted,1041700.0,26,863.0,595.0,7820.0,22.0,63.0,345.0,2169.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0
65,2014,Jordan Lynch,QB,0.0,Northern Illinois,College Stats,73,217,4.76,29.5,0.0,109.0,6.55,4.2,0,8,undrafted,1025368.0,50,824.0,509.0,6209.0,14.0,51.0,662.0,4343.0,48.0,1.0,17.0,1.0,3.0,0.0,0.0
103,2014,Jimmy Garoppolo,QB,8.0,Eastern Illinois,0,74,226,4.97,30.5,0.0,110.0,7.04,4.26,New England Patriots ,2,drafted,1035232.0,4,152.0,94.0,1245.0,5.0,11.0,26.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,2014,David Fales,QB,1.0,San Jose State,College Stats,74,212,4.99,28.0,0.0,103.0,7.55,4.5,Chicago Bears ,6,drafted,1025146.0,25,938.0,639.0,8382.0,22.0,66.0,90.0,-132.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
130,2014,Derek Carr,QB,40.0,Fresno State,College Stats,74,214,4.69,34.5,0.0,110.0,0.0,4.2,Oakland Raiders ,2,drafted,1022030.0,5,132.0,70.0,768.0,5.0,3.0,8.0,-5.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0
130,2014,Derek Carr,QB,40.0,Fresno State,College Stats,74,214,4.69,34.5,0.0,110.0,0.0,4.2,Oakland Raiders ,2,drafted,1023413.0,43,1630.0,1087.0,12843.0,24.0,113.0,164.0,190.0,5.0,1.0,-1.0,0.0,2.0,0.0,0.0
139,2014,Teddy Bridgewater,QB,22.0,Louisville,College Stats,74,214,0.0,30.0,0.0,113.0,7.17,4.2,Minnesota Vikings ,1,drafted,1040051.0,39,1142.0,781.0,9817.0,24.0,72.0,226.0,170.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0
140,2014,Tajh Boyd,QB,0.0,Clemson,College Stats,73,222,4.84,30.5,0.0,106.0,7.33,4.23,New York Jets ,6,drafted,1023603.0,48,1402.0,901.0,11904.0,39.0,107.0,505.0,1176.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0
142,2014,Blake Bortles,QB,42.0,Central Florida,College Stats,77,232,4.93,32.5,0.0,115.0,7.08,4.21,Jacksonville Jaguars ,1,drafted,1031467.0,36,891.0,585.0,7598.0,19.0,56.0,194.0,561.0,15.0,1.0,-3.0,0.0,2.0,0.0,0.0
3,2015,Jameis Winston,QB,35.0,Florida State,College Stats,76,231,4.97,28.5,0.0,103.0,7.16,4.36,Tampa Bay Buccaneers ,1,drafted,1047159.0,14,384.0,257.0,4057.0,10.0,40.0,88.0,219.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2015,Bryce Petty,QB,4.0,Baylor,College Stats,75,230,4.87,34.0,0.0,121.0,6.91,4.13,New York Jets ,4,drafted,1031136.0,22,417.0,260.0,4340.0,3.0,33.0,108.0,237.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2015,Marcus Mariota,QB,34.0,Oregon,College Stats,76,222,4.52,36.0,0.0,121.0,6.87,4.11,Tennessee Titans ,1,drafted,1041116.0,26,722.0,475.0,6342.0,10.0,63.0,202.0,1467.0,14.0,1.0,2.0,1.0,1.0,0.0,0.0
51,2015,Sean Mannion,QB,1.0,Oregon State,College Stats,78,229,5.14,31.0,0.0,105.0,7.29,4.39,St. Louis Rams ,3,drafted,1033501.0,34,1386.0,905.0,10436.0,46.0,68.0,84.0,-498.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0
65,2015,Brett Hundley,QB,5.0,UCLA,College Stats,75,226,4.63,36.0,0.0,120.0,6.93,3.98,Green Bay Packers ,5,drafted,1038964.0,27,849.0,566.0,6811.0,20.0,53.0,320.0,1103.0,20.0,1.0,7.0,1.0,1.0,0.0,0.0
77,2015,Connor Halliday,QB,0.0,Washington State,College Stats,75,204,4.87,0.0,0.0,0.0,0.0,0.0,0,8,undrafted,1034855.0,26,1108.0,660.0,7436.0,39.0,58.0,82.0,-346.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82,2015,Garrett Grayson,QB,0.0,Colorado State,College Stats,74,213,4.75,0.0,0.0,0.0,0.0,0.0,New Orleans Saints ,3,drafted,1039138.0,24,693.0,418.0,5184.0,20.0,32.0,154.0,340.0,4.0,2.0,-8.0,0.0,0.0,0.0,0.0
92,2015,Cody Fajardo,QB,0.0,Nevada,College Stats,73,223,4.63,32.5,0.0,118.0,6.95,4.1,0,8,undrafted,1033042.0,32,942.0,638.0,7126.0,18.0,39.0,459.0,2436.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0
116,2015,Shane Carden,QB,0.0,East Carolina,College Stats,74,218,4.94,29.5,0.0,104.0,7.17,4.45,0,8,undrafted,1031730.0,26,962.0,660.0,7255.0,20.0,56.0,175.0,177.0,18.0,1.0,14.0,1.0,1.0,0.0,0.0
124,2015,Brandon Bridge,QB,0.0,South Alabama,College Stats,76,229,4.72,33.0,0.0,110.0,7.18,4.37,0,8,undrafted,1038092.0,10,90.0,42.0,591.0,2.0,2.0,47.0,247.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
126,2015,Anthony Boone,QB,0.0,Duke,College Stats,73,231,5.03,26.5,0.0,100.0,7.47,4.62,0,8,undrafted,1031697.0,31,470.0,286.0,3098.0,16.0,19.0,136.0,425.0,11.0,1.0,21.0,0.0,0.0,0.0,0.0
143,2015,Bryan Bennett,QB,0.0,Southeastern Louisiana,0,74,211,4.81,37.0,0.0,125.0,7.13,4.2,0,8,undrafted,1033527.0,19,106.0,57.0,712.0,5.0,10.0,80.0,497.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0
156,2015,Jerry Lovelocke,QB,0.0,Prairie View A&M,0,76,248,4.99,31.5,0.0,113.0,7.3,4.51,0,8,undrafted,1060188.0,1,27.0,16.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2016,Nate Sudfeld,QB,1.0,Indiana,College Stats,78,234,5.02,29.0,0.0,105.0,0.0,0.0,Washington Redskins ,6,drafted,1047449.0,19,404.0,245.0,3155.0,10.0,28.0,53.0,-27.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
24,2016,Joel Stave,QB,0.0,Wisconsin,College Stats,77,236,4.8,33.5,0.0,115.0,7.29,4.33,0,8,undrafted,1042573.0,21,455.0,278.0,3598.0,16.0,28.0,57.0,-75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2016,Dak Prescott,QB,29.0,Mississippi State,College Stats,74,226,4.79,32.5,0.0,116.0,7.11,4.32,Dallas Cowboys ,4,drafted,1040385.0,24,296.0,174.0,2134.0,7.0,14.0,166.0,947.0,17.0,2.0,53.0,2.0,0.0,0.0,0.0
60,2016,Paxton Lynch,QB,2.0,Memphis,College Stats,79,244,4.86,36.0,0.0,118.0,7.14,4.26,Denver Broncos ,1,drafted,1047908.0,12,349.0,203.0,2056.0,10.0,9.0,88.0,127.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
68,2016,Cody Kessler,QB,3.0,Southern California,College Stats,73,220,4.89,29.5,0.0,104.0,7.32,4.0,Cleveland Browns ,3,drafted,1041427.0,15,364.0,238.0,2976.0,7.0,20.0,42.0,-124.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2016,Cardale Jones,QB,0.0,Ohio State,College Stats,77,253,4.81,36.0,0.0,0.0,0.0,0.0,Buffalo Bills ,4,drafted,1048696.0,3,2.0,1.0,3.0,0.0,0.0,17.0,128.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2016,Kevin Hogan,QB,2.0,Stanford,College Stats,75,218,4.78,32.5,0.0,113.0,6.9,4.31,Kansas City Chiefs ,5,drafted,1041576.0,23,447.0,289.0,3731.0,13.0,29.0,138.0,610.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2016,Christian Hackenberg,QB,0.0,Penn State,College Stats,76,223,4.78,31.0,0.0,114.0,7.04,4.33,New York Jets ,2,drafted,1056939.0,12,392.0,231.0,2955.0,10.0,20.0,49.0,-68.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2016,Jared Goff,QB,13.0,California,College Stats,76,215,4.82,27.0,0.0,110.0,7.17,4.47,Los Angeles Rams ,1,drafted,1054652.0,12,529.0,318.0,3488.0,10.0,18.0,59.0,-62.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0
99,2016,Jeff Driskel,QB,0.0,Louisiana Tech,College Stats,76,234,4.56,32.0,0.0,122.0,7.19,4.25,San Francisco 49ers ,6,drafted,1039436.0,20,340.0,214.0,2271.0,10.0,14.0,151.0,464.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0
102,2016,Brandon Doughty,QB,0.0,Western Kentucky,College Stats,75,213,5.22,27.0,0.0,103.0,7.49,4.52,Miami Dolphins ,7,drafted,1034962.0,16,399.0,260.0,2970.0,15.0,14.0,36.0,-111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
